"Excellent état, mais batterie pas origine Apple.","EN remplacement d'un iPhone5 un peu en bout de course.Vraiment rien à redire sur l'état, pas de rayure apparente,  même sur la coque. Très bien emballé et protégé, avec écran de protection monté. Fonctionne parfaitement.Serait parfait si la batterie était d'origine Apple. Le téléphone s'en plaint dès le démarrage et on n'a donc pas d'information sur sa capacité et son état, mais je pense qu'elle a été remplacée dans le cadre du reconditionnement (donc sans doute neuve). J'avais vu des commentaires similaires donc je n'ai pas été surpris outre mesure. J'ai hésité à le retourner mais la capacité semble raisonnable (sans doute en dessous de la batterie d'origine quand neuve). Le téléphone étant parfait par ailleurs, j'ai décidé de le conserver et je n'ai pas contacté le vendeur. J'aurais tendance à préférer une batterie ""compatible"" de qualité plutôt qu'une batterie d'origine usée. Croisons juste les doigts que cette batterie ""clone"" ne défaille pas (et ne prenne pas feu)... Au pire, je viens de tester un changement de batterie par Apple pour mon iPhone6 et le prix est raisonnable pour un service impeccable.La question de la batterie pas d'origine devrait être mentionnée dans les caractéristiques, le prix est quand même élevé. Je retire une étoile pour ça.",
Bon Produit,"Très content le téléphone est arrivé 2 jours avant la date prévu, le recommande. Il y a avait même le chargeur dans la boite d'origine avec protection de l'écran",
Livraison rapide,Acheter pour mon fils pour l'instant fonctionne très bien et il est content.Le prix est raisonnable.Merci au vendeur,
iPhone xr,Téléphone en parfait état 👍,"5,0 sur 5 étoiles"
Bien mais…..,"Téléphone reçu en 24 heures. 👍🏻État irréprochable, pas une rayure. 👍🏻En revanche la capacité de la batterie est à 90 % donc pas neuve. 👎🏻J’espère au moins que c’est une batterie d’origine sinon je risque de la changer rapidement.…Seul petit point a redire mais connaissant la durée des batteries et surtout celle qui ne sont pas d’origine…. Dommage",
Excellent produit,C’est mon 2ème iPhone XR mais le premier reconditionné.Livraison un peu longue par rapport à d’autres produits commandés sur le site.Le chargeur chauffe un peu plus que mon ancien chargeur mais rien d’embêtant.Le produit fonctionne parfaitement après plusieurs mois d’utilisation,
Caméra arrière fonctionne pas,Déçu du produit mais dans l'ensemble tour fonctionne sauf la caméra arrière,
Déçu,"Achat le 10 décembre ( cadeau de noël ) donc utiliser le 25 décembre. Nous sommes le 24 février , au bout de 2 mois déjà trop de souci pour un reconditionner . Visuellement rien a dire aucune griffe . Mais son utilisation nul . L’iPhone s’éteint et s’allume plusieurs fois d’affilée sans aucune raison donc la batterie se vide très vite . L iPhone se fige sur l’écran de l’appareil photo sans raison, le son de l’iPhone baisse lorsqu’il s’allume et reste bah lorsque j’essaie de le monter avec les boutons du volume.Un remboursement a été demandés car garantie amazon 1 an j attend la suite .",
dommage que la batterie n est pas neuf,dommage que la batterie n est pas neuf,
Batterie,"iPhone correspond, neuf. Cependant reçu avec 83% de batterie déçu à ce niveau … prévoir le changement d’une batterie dans pas longtemps…. Attention sur ce point ….",
Le téléphone est magnifique et la qualité de la caméra aussi je vous le conseille en noir,Le téléphone est magnifique et la qualité de la caméra aussi je vous le conseille en noir,"5,0 sur 5 étoiles"
N'ACHETER PAS CE PRODUIT !! ARNAQUE,"bonjour n'acheter surtout pas ce produit, c'est une arnaque. J'ai acheté a 349€. Je l'ai reçu dans une boite de tirelire de la marque en noir alors que de base javais commandé en corail et lorsque je l'ai ouvert l'écran était railler sur 2 trait. et la caméra frontale endommagé. Dans la boite il n'y avait que un cable chargeur qui ma completement lacher au bout de 2 jours et il ne chargeait meme pas. 26 % en 4H, et rien dautre de ce qu'il mette dans la description du produit comme le retire sim ou la tete de chargeur. De plus la capacité de la batterie elle etait a 78% alors que jai acheter le excellente état. D'autant plus que jai utiliser ce téléphone pendant 1 an par obligation de la période scolaire où le téléphone est important. Pendant ces 10 mois d'utilisage je peux vous dire que le téléphone m'a causé de sacrée problème. EN effet sur la caméra arriere il y avait des point noir quelques temps puis par la suite il a commencer, a ne plus recevoir d'appel, ou coupait en plein appel. Pour les photos, la caméra arriere beuguait beaucoup parfois l'écran se noircissait et la caméra frontale un vrai désastre était tout flou on ne voyait meme plus les couleurs sur les photos. Au fur et a mesure du temps javais encore plus de problème comme le gel de l'ecran ou la luminosité qui baisse a fond et l'ecran se fixe je ne pouvais pas l'eteindre ou changer de page. La batterie ne tenait pas du tout alors que je n'avais quasiment aucune appli installer. et encore plus de problème que je ne cite meme pas.Maintenant ca fait 10 mois que jai acheter ce téléphone et je l'ai retourné mais pour le remboursement le vendeur veut me rembourser que 2/3 du prix auquel jai acheter. et je ne comprends pas pourquoi le vendeur ne rembourse meme pas la totalité d'un appareil envoyer deffectueux alors qu'il y a la garantit.",
La qualité du produit,Pour offrir.Produit impeccable,"5,0 sur 5 étoiles"
Très bien mais…,"J’ai acheté cet iPhone en excellent état et le téléphone ras très propre pas de rayures comme neuf , petit bémol l’emballage était une dans une boîte cartonnée j’aurais préféré dans une boîte de téléphone.","5,0 sur 5 étoiles"
Reconditionnement très moyen,"Problème pour le mettre en charge, le chargeur rentre très mal et charge une fois sur deux !!!Le tactile est limite… il faut appuyer très fort et ne fonctionne pas toujours !!! Grade À ????",
la livraison,colis retrouver dans la cour et pas dans la boite aux lettres(normalisée) comme indiqué.le chargeur ne fonctionne pas .les ecouteurs sont defectueux (enormement de gresillement).apres le telephone est top .,
Excellent état,il est comme neuf camera un peu endommagé mais ne trouble pas la qualité de la photo,"5,0 sur 5 étoiles"
Conforme,Je suis vraiment contente de ce premier achat en reconditionné tout est parfait l’écran tactile sans griffe un petit éclat sur le côté mais ce n’est pas gênant ça se voit à peine je suis super contente bon je devais le recevoir samedi je l’ai eu aujourd’hui mais il est tellement beau que ça me réjouit J’avais l’iPhone SE ça a été très facile pour basculer sur iPhone XR,"5,0 sur 5 étoiles"
Joli téléphone mais plusieurs défauts importants,"Le téléphone reconditionné est en excellent état extérieur, aucun défaut, écran impeccable. Bien présenté dans une boîte.Bémol : il se décharge beaucoup trop rapidement c'est dommage !Deuxième grave défaut : haut parleur défectueux quand on passe un appel, les gens n'entendent rien c'est très embêtant pour un téléphone censé être en excellent état.Grosse déception nous l'avons retourné.Par contre, la procédure de retour et le remboursement se sont passés sans problème. C'est appréciable.",
Pas vraiment excellent état,Vraiment déçu le téléphone devait être excellent état sauf que malheureusement le téléphone est arrivé sale pas vraiment reconditionné ou nettoyé pour moi c’est un appareil niveau bon état . Haut parleur avec une tache dedans voir photos et rayures dans le verre  sur écran . Vendeur Moonenergy a quand même offert une coque et il a été livré avec chargeur et écouteur le tout dans une boîte . J’ai du nettoyer tout le téléphone le décrasser a fond je suis satisfaite de moi car j’y suis arrivé et maintenant  il est propre les hauts parleurs aussi . La batterie est à 86%,
Très bien,Très bien pour le prix.Reçu comme neuf. Aucune rayure ou impact.Seul pb : une mauvaise qualité des appels notamment pour les appelants qui m’entendent très mal. Dommage…,
Déçu,"Déçu, 2 étoile uniquement car je l'ai reçu plus tôt et que j'ai réussi à le faire fonctionner. Le téléphone restait bloquée dans la configuration du pays, obligé d'utiliser iTunes pour le mettre à jour, l'état de batterie également est à 90% alors que j'ai commandé ce téléphone en excellent état, la seule chose sur la quelle je n'ai rien a redire est l'état du téléphone en lui même qui est lui excellent, bref si vous voulez un iPhone reconditionner acheter chez un autre vendeur car de plus il ne répond pas lorsque l'on essaye de le contacter.",
Batterie à 82%,Téléphone en très bon état quelques rayures légères sur les côtés comme annoncée. assez déçue de la batterie à 82% car certains commentaires laissez pensez qu’elle était parfois totalement neuve même en reconditionner car le vendeur prenez la peine de la changer. Aucun arrangement trouver avec le vendeur en ce sens.,
Produit conforme à la description.,"Produit très propre, quelques rayures superficielles (produit reconditionné).Je ne peu pas dire si le produit est étanche.Très satisfait de mon achat.","5,0 sur 5 étoiles"
Super,"Super téléphone je l’ai encore après quelques annéesLes mises à jours se font bienRien à dire c’est un IPhone, donc un produit de qualité","5,0 sur 5 étoiles"
iPhone red 64 go 👍,"Produits en excellent état, l’état de la batterie 100% je mis attendait pas du tout va nickel juste de temps en temps des petit bug mais je pense que  C’est juste mon verre trempé si non il est super je recommande muis",
Livraison rapide,Écran un peu abîmé pour un excellent état mais dans l’ensemble rien à dire. A voir à la durée,
Reçu tel en blanc! Au lieu de bleu la modification doit être faite pour ma garantie,,
Reçu en prioritaire mais 1 semaine d’attente au lieu de 3 jours,"Produit conforme sans aucun bug ou autre , le seul petit défaut c’est que la peinture du cercle  alentour de l’appareil photo est un peu niqué mais sa se voit même pas. Super téléphone en tous cas , j’avais vu des commentaires négatifs sur le site du revendeur sur Google mais j’ai acheté avec Amazon donc j’étais sûr d’être remboursé au cas où je retourner l’article mais enfaite se sont juste des avis inutile car le téléphone est parfait 😉",
Malgré plusieurs essais Apple est compliqué à installer. Mon fils passera pour m'aider,"Mon portable est bloqué donc j'ai acheté par votre intermédiaire un iPHONE Apple. J'ai envoyé 2 mails au vendeur et toujours sans réponse. Cela fait 4 jours et même avec l'aide d'un ami et de mon fils sur Facebook je téléphone reste bloqué, il est affiché : IPHONE INDISPONIBLE !! J'ai absolument besoin d'aide, je ne peux plus passer de commandes par CB, voir mes mails, SMS, mes contacts les appeler !","5,0 sur 5 étoiles"
Bien mais pas en excellent état,"L'iphone est bien mais clairement pas en excellent état comme promis sur l'annonce, il y a des micro rayures sur l'écran visibles au soleil et un petit impact sur le bas de l'écran, que des petites futilités mais le plus important, ce qui me fais mettre 3 etoiles, l'état de la batterie n'est qu'à 83% ce qui est assez bas, bien sur il ne faut pas s'attendre a neuf quand on paye du reconditionné et vu le prix j'en suis satisfaite pour le moment!!En revanche, il est tres beau, il est arrivé très vite (2jours), et tout le reste est en excellent état (arriere et tour du telephone) tout fonctionne correctement,je le garde, a voir dans le temps",
IPHONE XR,Contente de mon achat IPhone XR reconditionner reçu avant la date prévu.Après une semaine d utilisation rien a signaler batterie nickel …Je recommande se vendeur .,"5,0 sur 5 étoiles"
Il et génial,Il et génial,"5,0 sur 5 étoiles"
Comme neuf !,"Commandé en remplacement d'un autre XR 128, déjà commandé sur Amazon en reconditionné Renewed. Le précédent avait un problème au niveau de la caméra selfie. Service client réactif et compétent comme toujours, c'est ce qui avait orienté mon choix dès la première fois. Cette fois encore, le produit est arrivé avec de l'avance par rapport à la date indiquée, colis remis contre signature, emballage impeccable avec de quoi le protéger des pires livreurs ;-) Le coffret est spécifique aux produits Renewed (noir mat) et le produit est véritablement impeccable, pas la moindre trace ou la moindre griffe. A l'ouverture le plaisir est identique a un produit neuf le jour de sa sortie. Bravo pour le cahier des charges de vos reconditionnés et le choix des vendeurs, c'est un sans faute !","5,0 sur 5 étoiles"
Peut être se renseigner sur le stock...,Bonjour Commandé en jaune et le lundi matin j’ai été contacté par le vendeur qu’il n’était plus disponible en jaune ilne reste que le coloris corail après hésitation je l’ai commandé quand ( cadeau pour mon épouse je dois dire que le service commercial est très très bien ils m’ont même inviter à l’annulation de la commande ...le téléphone est bien arrivé le lendemain en parfait état de marche ..//comme tout neuf ..:il y a 2 choses qui ne fonctionnent pas les écouteurs .::et Apple me signale que peut être que la batterie n’est peut être pas d’origine ...:donc message permanent dans réglages...en revanche elle tiens très bien la charge sur 2 jours...je recommande quand même ce vendeur car le service commercial est très bon...(j’ai eu une vitre de protection offerte./),
Téléphone portable,Ceux qui utilisent Apple comprennent mon évaluation !,"5,0 sur 5 étoiles"
Reconditionné à l'état neuf comme indiqué dans l'annonce,Le téléphone reçu ne présente aucun défaut esthétique et fonctionne parfaitement. Il est bien reconditionné à l'état neuf.,"5,0 sur 5 étoiles"
Impeccable,"mon seul bémol sera la livraison de cet iPhone sans clé pour ouvrir le tiroir de la carte sim!J'avais celle de mon précédent iPhone mais ça fait économie de bouts de chandelle!Sinon état impeccable,cable USB et chargeur fournis(non d'origine mais qu'importe).Et emballage très protecteur.","5,0 sur 5 étoiles"
Problème face id et carte sim,"Bonjour, face ID ne marche pas sur son téléphone il y a un message d'écrit d'Apple comme quoi le téléphone doit être réparé, et les cartes SIM Bouygues Telecom ne sont pas reconnu sur ce téléphone",
Téléphone parfait mais vitre rayée...,"J’ai acheté chez le vendeur pro The Kase un iPhone XR 64go RED. C’est la première fois que j’achète un téléphone reconditionné. Lorsque j’ai ouvert la boîte très soignée, j’ai enlevé ensuite le film protecteur du téléphone et la je remarque direct que la vitre est rayée.... c’est pas les rayures qui se sentent au toucher. Mais ces rayures se voient beaucoup : ça fait des lignes très visibles lors de l’utilisation du téléphone. J’ai ensuite testé la batterie qui est a 100% d’après la vie des vis en bas du téléphone la batterie a dû être remplacée. les boutons volumes marche arrêt et sonnerie fonctionnent, les hauts parleurs fonctionnent parfaitement bien, le son sort aussi par le haut parleur en haut par rapport à mon 5s ça change. Les deux objectifs fonctionnent très bien en photo ou vidéo. La carte SIM fonctionne je peux envoyer des sms et passer des appels. Face ID fonctionne bien.Enfait : TOUT fonctionne bien SAUF la vitre qui est rayée.... (Et un mini poc d’1 mm en haut est visible mais non gênant pour un reconditionné).Mais la vitre quoi. Je suis déçu... j’ai directement fait une demande de retour du produit. J’espère que je n’aurai pas de problème avec le vendeur",
Ecran rayé et batterie non reconnue,"Bonjour,Déçu, première fois que je tente un reconditionné en ""Excellent état"", malheureusement j'ai reçu l' Iphone XR avec l'écran rayé (5cm) sous la vitre de protection qui masquait partiellement la rayure.Il est également affiché un message de batterie non reconnue.Ne correspond absolument pas avec un produit neuf/Excellent état.L'envoi du colis a été rapide, reçu en 48H, bien emballé.Vendu dans un emballage générique avec tout ses accessoires fonctionnels, non d'origine, comme indiqué.Le téléphone ne présente aucune rayure au dos.Micro écorchure sur le haut mais conforme car non visible à 30 centimètres de distanceL'écran a une rayure de 5cm de long en travers, visible allumé comme éteint.",
🌟🌟🌟,✨✨✨,"5,0 sur 5 étoiles"
LE BON FONCTIONNEMENT,"Très bon téléphone ,pour mon fils la qualité de la marque et la livraison AMAZON.","5,0 sur 5 étoiles"
IPhone XR,"Téléphone livré très rapidement en 72h,  bien emballé dans une boîte blanche livré avec chargeur.  Le téléphone est quasi neuf,aucune anomalie à l'œil nu,  aucune micro rayure ni sur l écran ni sur la coque,  la batterie charge a 88%. Ravie de mon achat,à voir dans le temps maintenant .","5,0 sur 5 étoiles"
Adéquate,Nickel,"5,0 sur 5 étoiles"
IPhone XR Prime Recycle,"Le produit est conforme à sa description, l’iPhone est en très bon état, malgré les bords en aluminium qui sont allumé. Cela ne me pose pas de problème car avec une coque on ne voit plus rien. La capacité de la batterie est de 94% ce qui me réjouis. Le téléphone marche impeccablement et la livraison était prévu sous 3jours mais le téléphone est arrivé en 24h. La boîte du téléphone est de prime recycle et possède des écouteurs, le câble et le chargeur. Boîte très conforme.",
"Très bien, conforme à mes attentes, je recommande !","Très bien, conforme à mes attentes, je recommande !","5,0 sur 5 étoiles"
Totalement comment les images 🥰👌🏼,"Le produit multimédia n'a pas pu être chargé.
                



 Je achate pour oufrir ducoup j'en suis pas capable de dire grand choses 😅. Mais que le téléphone est beau oui et il marche bien. Merci!",
"État neuf, rien à redire !","J’ai acheté cet iPhone XR corail en reconditionné pour ma femme malgré quelques avis négatifs, donc j’avais un peu peur, mais sans regret ! Il est superbe, il n’y a pas la moindre rayure on dirait vraiment un neuf! Toutes les fonctionnalités sont OK. Alors oui la boîte et le chargeur ne sont pas d’origine mais tout fonctionne, donc aucun problème.Capacité de la batterie affichée à 91% . Donc c’est très bien . Reçu en 48h,  Je recommande à 100% car au niveau de la qualité le prix est imbattable.","5,0 sur 5 étoiles"
Parfait,Parfait je recommande ;) top,"5,0 sur 5 étoiles"
Appréciable,iPhone en excellent état mis à part de minuscules rayures d’usage.Mais ô surprise je change le verre trempé et que vois-je ? Des rayures sur l’écran.Déçu....Passons ce petit détail car force est de constater que mis à part cela l’iPhone est dans un état irréprochable les contours n’ont aucun impact l’arrière est magnifique tout fonctionne sans problème et la batterie est à 98 % de capacité optimal pour ce prix je suis désolé ça reste un excellent rapport qualité prix car c’est tout de même 150 € moins cher qu'un neuf et surtout n’oublions pas que les infime rayures que j’ai pu constater sur l’écran sont automatiquement caché lors ce que l’on utilise un verre trempé ce que je recommande.Mais vous devez savoir ce que vous achetez ce n’est pas un neuf forcément .Moi je le sais et du coup je suis quand même satisfait.,
Produit,"Un super bon produit , reçu en temps et en heure , super bon qualité prix donc satisfait de mon premier téléphone acheté sur Amazon , j’appréhendais mais rassurai du coup",
BON RAPPORT QUALITE PRIX,ALORS RAPORT QUALITE PRIX AU TOP TRES JOLIE COULEUR VENDEUR SERIEUX,"5,0 sur 5 étoiles"
.,"Le téléphone marche très mal , la batterie a des problèmes, l’écran beug le tactile aussi , ne pas acheter vendeur malhonnête dis que le téléphone a était ouvert alors que non , ne pas acheter cette article",
"Parfait, très satisfaite pour du reconditionné","Premier achat d'un iPhone reconditionné, je l'ai pris pour ma fille et cela fait 2 mois qu'elle l'utilise et il fonctionne parfaitement bien. L'écran est nickel.Le chargeur n'est pas un Apple mais fonctionne très bien.","5,0 sur 5 étoiles"
Reception rapide - Etat discutable,"Téléphone reçu beaucoup plus rapidement que prévu, ca c'est le bon pointEn revanche, l'appareil définit comme en excellent état est rayé sur les cotés, écran avec une rayure également et arrière de l'appareil avec plein de traces (comme de la colle), on est plus vraiment sur de l'excellent état mais sur du bon état ... donc le prix n'est pas si avantageux que cela.L'état de santé  de la batterie est de 95%",
HORRIBLE,"J’ai reçu le téléphone 1 jour après la date prévu. En ouvrant le colis, tout paraît nickel. En allumant le portable je m’aperçois que l’image est toute floue, et le tactile ne répond pas.Et le petit plus, pour couronner le tout, le vendeur n’accepte pas de remboursement ses clients.",
Vitre arrière rayé,"Reçu en 3 jours livraison parfaite, le téléphone est arrivé dans une boîte qui n’est pas celle d’origine. Écouteurs chargeur fourni avec  qui sont fonctionnel. Plein de petite rayure à l’avant et à l’arrière du téléphone plus une grosse fissure à l’arrière rendant les fonctions de celle ci inutilisable. L’état de la batterie et de 89% ceux qui est plutôt décevant. Mise à part le téléphone est fonctionnel",
Super,Super produit reçu très bien emballé et en bon état,"5,0 sur 5 étoiles"
"Article reconditionné, état supposé ""très bon"", marques d'usage mais solution vite trouvée","Des traces d'impact saillantes (voir les photos) pour un état supposé ""très bon"" m'ont déçu. Mais le service après-vente a été réellement réactif et efficace ; une solution a pu être trouvée.",
"Mauvais microphone, mauvaise batterie, pas d’étanchéi",J’ai bien reçu mon produit et celui-ci était bien emballé. Tout commencer bien. J’ai été agréablement surpris pour mon 1er reconditionné…Puis par la suite j’ai vu qu’il n’était pas étanche sur le haut-parleur du haut car je voyais la lumière de l’écran LCD qui passe à travers.Par la suite c’était la qualité du microphone qui était non adéquate ainsi que la batterie car pas de bonne qualité aussi… Donc coupure du smaprtone à 10% de batterie. Je vais donc demander unremplacement. Dommage pour cette 1er fois.,
Reconditionnement douteux,"Acheté en février en Août l'écran lache, désagréable mais ça arrive.Je démonte pour le changer et la l'écran n'est pas collé pas de joint d'étanchéité et deux vis tombent du téléphone...C'est ça reconditionné ?","5,0 sur 5 étoiles"
Parfait,Fonctionnel et en bonne état,"5,0 sur 5 étoiles"
Au top.,"Commandé deux fois en rouge , puis en blanc récemment téléphone toujours en excellent état , fonctionnel et sans défauts , je n’ai jamais eu aucuns soucis , je conseille ce vendeur.","5,0 sur 5 étoiles"
Etat general pas tout a fait exellent,"je met 3 étoiles car Prix plutôt intéressant mais il était décrit excellent état. A son arrivée, il a des impacts sur le contours qui se voient plutôt bien.  capacité batterie à 89%. sinon fonctionne bien",
Rien a dire,"Vraiment top, aucun défaut","5,0 sur 5 étoiles"
Parfait,Je recommande.iPhone reçu comme neuf. J’ai toujours pris mes tel reconditionnés sur autre site très connu et toujours très déçu … plusieurs mois que j’ai celui ci et aucuns soucis.,"5,0 sur 5 étoiles"
iPhone,Le téléphone est pas neuf la coque est abîmé,
iPhone bleu,Problème micro mais  plutôt content.,
Rien à dire impeccable,Téléphone dans un état esthétique impeccable. Aucune trace de quoi que ce soit ni sur la coque ni sur l’écran. On dirais un neuf. Rapide. Bon rapport qualité prix. Fait tourner iOS 15 sans aucun problème. 👌🏽 Magnifique en rouge.,"5,0 sur 5 étoiles"
.,1 mois d’utilisation et Léa touche du volume reste coincé. Du coup je ne peux pas l’utiliser.,
Attention a qui est le vendeur !!,"J'ai acheté un 1er iPhone Via MZS selected ( coup de chance...) il était impeccable, on aurait pu croire du neuf.Pour Noel, on a voulu offrir un téléphone on n'a pas fait attention au revendeur  (Phone Recycle Business) l'état était vraiment déplorable, très loin de la description Amazon  (rayures latérales, fissures de la vitre arrière et complètement rayé au point de rechargement). Amazon a été top pour le retour.Nous l'avons recommandé via MZS selected, et la nous avons reçu un iPhone impeccable. On ne l'a pas encore démarrer ca sera pour noel, mais je ne suis pas inquiète","5,0 sur 5 étoiles"
Très satisfaite De mon achat,"Reçu en deux jours au lieu de trois, le téléphone est arrivé impeccable pas de rayures ni griffures sur l’écran, il est fourni dans une boîte bidon avec chargeur et écouteurs bidon mais pour un téléphone reconditionné c’est normal. Un peu de mal à m’y habituer car je passe d’un iPhone 8 à celui-ci mais j’aime beaucoup je suis très satisfaite.Le seul point négatif c’est l’état de la batterie qui est à 89% j’aurais préféré plus mais étant donné le prix c’est normal. En tout cas je le recommande à 100% car il est de superbe qualité que ce soit au niveau esthétique, image ou audio",
Article comme neuf,"Téléphone reçu ce jour, parfaitement bien emballé avec tous ses accessoires. Chargeur et écouteurs.Article comme neuf, sans aucune micro rayures. Batterie à 90 % de sa capacité.Appairage avec un Iphone 6 s réalisé avec succès en quelques minutes.Je recommande ce vendeur.","5,0 sur 5 étoiles"
Téléphone inutilisable,"Téléphone commandé en grade « excellent état ». Esthétiquement parlant, il était comme neuf. Cependant, une fois le téléphone démarré, impossible de passer des appels avec l’écouteur interne tellement le son était déformé et inaudible. Obligé de basculer en HP pour pouvoir suivre une conversation. Capacité batterie reçu à 82%.Retour produit défectueux en Irlande à la charge du client  via recommandé postal.Pour ma part, tentative décevante d’acheter un reconditionné.",
Parfait,"Produit reconditionné de bonne qualité , aucune rayure . Fonctionne parfaitement . Très satisfait",
Bon produit,Je suis content du téléphone le problème est le haut parleur qui n’est pas de très bonne qualité et aussi le son qui sort des deux haut parleurs en bas du téléphone le son n’est pas terrible aussi déçu de la batterie à 89% pour tout le reste je suis totalement satisfait du téléphone tout fonctionne parfaitement bienJuste faire des efforts sur l’emballage tres slim et ouvert mais ça c’est plus du côté des livreurs qui faut voir car c’est de plus en plus courant,
Produit conforme à la description et de très bonne qualité.,"J'ai commandé ce téléphone il y a 2 jours et il est arrivé aujourd'hui, donc la livraison est très rapide. De plus, le téléphone est intact, pas de rayures ou petites cassures et il est arrivé avec des écouteurs et un chargeur. La capacité de la batterie est de 97%, ce qui est pas mal pour un téléphone reconditionné. Je recommande vivement.","5,0 sur 5 étoiles"
iphone xr reconditionner,"j'ai bien reçu mon iphone xr bleu il est impeccable proche du neuf mais assez déçu car sans écouteur je ne comprend pas pourquoi car le vendeur ne me la pas stipuler le pourquoi il n'y a pas les écouteurs suite au échange en message est personnellement au prix que l'on paye se type de téléphone ( même que je suis d'accord que c'est un reconditionner ) mais c'est pas pour se que ca vaut des écouteurs c'est quand même la petite touche que le professionnel peut marquer des point sur sont sérieux pour pas grand chose, mais le iphone est parfait !",
Reçu avec des impacts et rayures importantes,"J’ai reçu le colis comme convenu dans les temps, cependant qu’elle ne fut pas ma surprise en vérifiant l’état du téléphone :- gros impact sur la tranche du téléphone avec plusieurs rayures assez marquées.- problème d’affichage sur l’écran, en effet un logo d’application reste affiché peut importe le moment comme si l’écran était de mauvaise facture.Assez déçu de dépenser près de 400€ pour un téléphone dit de grade A.",
Un bon produit réconditionné pour le moment,"C'est propre pour le moment propre, le prix, la qualité...",
Reçu dans un état comme neuf,"La batterie du téléphone tiens bien, l’écran n’a aucune trace d’usure, le châssis n’a pas une seule rayure, je recommande ce produit, livraison plutôt rapide et vendeur courtois, à vite répondu à ma question","5,0 sur 5 étoiles"
Top malgré une petite cassure,"J'ai reçu mon iPhone 4 jours seulement après l'avoir commandé, la communication avec le vendeur et le livreur a été top,  celui-ci fonctionné très bien pour l'instant, la capacité de batterie est à 100%, aucune rayure sur l'écran principal, livré avec un chargeur. Néanmoins, j'ai été légèrement déçue de constater une cassure sur un des coins de mon iPhone, bien visible. J'étais bien consciente qu'il s'agissait d'un iPhone reconditionné, néanmoins, pour le prix payé (589€) je m'attendais à quelque chose de moins visible.Je recommande néanmoins ce vendeur pour toutes les bonnes raisons énumérées au-dessus !",
Écran qui se décolle,"Reçu aujourd’hui, le bas de l’écran qui es pas dans le châssis. Et ne reste pas dans le châssis non plus quand on appuyé dessu. ( batterie gonflée ????)",
Bon produit,Excellent qualité prix,"5,0 sur 5 étoiles"
Iphone XR,"Capacité de batterie à 100%, téléphone en très bonne état reçu rapidement","5,0 sur 5 étoiles"
